object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D03-S04,Southwater,2021_05,986.09,0.0,0.0,3.487,123.66,211.22,350664.0,71837.0,935.1,42.0,14.0,13.93,204.02,460.64,0.31,41.26,27.36,42876.0,0.05,0.0,256.0,2.02,0.14,0.53,0.28,2172851.0,318612.0,1020960.0
R01-D04-S01,Westmoor,2021_05,728.47,0.09,15.41,3.244,70.81,181.57,1013488.0,242162.0,999.6,20.0,12.0,4.02,238.6,190.63,0.456,36.52,19.29,123421.0,0.53,2.0,1135.0,2.21,0.24,2.54,0.16,1539565.0,198151.0,106986.0
R01-D04-S02,Westmoor,2021_05,1665.24,0.0,0.0,0.815,83.76,147.79,289243.0,67648.0,1008.4,52.0,22.0,20.19,384.61,257.21,0.3,42.01,27.16,24876.0,0.47,1.0,1483.0,11.75,0.09,0.44,0.17,1077507.0,551391.0,587632.0
R01-D04-S03,Westmoor,2021_05,490.29,1.3847,168.74,2.937,82.77,198.47,768234.0,186828.0,966.9,24.0,5.0,7.39,217.49,230.5,0.302,39.09,30.85,99165.0,0.1,1.0,5687.0,1.93,1.23,1.59,0.43,1865448.0,392226.0,378711.0
R01-D05-S01,Riverend,2021_05,1334.51,2.1089,330.81,0.913,50.28,93.77,557353.0,122928.0,1044.3,24.0,20.0,35.25,693.65,624.68,0.41,30.01,26.42,47217.0,0.27,0.0,7124.0,17.89,0.47,1.92,0.86,3197507.0,1281732.0,286148.0
R01-D05-S02,Riverend,2021_05,1459.47,0.0,0.0,3.226,63.74,127.13,433186.0,91335.0,1007.5,77.0,40.0,64.5,1718.55,701.45,0.535,50.51,17.23,31700.0,0.27,0.0,1936.0,6.11,0.52,2.7,0.21,1996713.0,344933.0,471309.0
R01-D05-S03,Riverend,2021_05,690.03,2.2145,198.86,2.095,70.86,179.85,181873.0,43769.0,930.4,32.0,15.0,25.46,421.75,90.51,0.7,45.21,20.11,22132.0,0.18,0.0,271.0,3.04,0.46,0.39,0.57,2129545.0,265933.0,674949.0
R01-D06-S01,Lakeshire,2021_05,518.19,1.9073,153.03,3.018,82.24,156.39,1269281.0,281882.0,964.8,29.0,6.0,2.78,616.22,164.27,0.777,63.68,7.95,142686.0,0.51,1.0,5522.0,10.89,0.13,3.93,0.8,3504905.0,935238.0,361658.0
R01-D06-S02,Lakeshire,2021_05,1251.38,1.9895,228.7,1.955,48.77,84.82,1005836.0,207852.0,906.2,114.0,19.0,3.06,463.44,613.76,0.615,63.42,24.86,118375.0,0.62,1.0,2286.0,14.6,0.24,2.16,0.38,877609.0,1801146.0,485319.0
R01-D06-S03,Lakeshire,2021_05,793.75,0.2692,33.12,2.557,48.26,110.89,251602.0,52264.0,925.6,67.0,4.0,33.36,299.01,294.02,0.582,60.48,23.39,28007.0,1.81,1.0,473.0,11.18,0.34,4.53,0.29,3250420.0,1030168.0,924240.0
R01-D01-S01,Northmere,2021_06,989.98,6.2435,1237.14,0.83,225.39,437.14,1306085.0,308767.0,1046.3,57.0,24.0,17.08,1338.27,234.64,0.893,70.07,5.75,109115.0,2.27,25.0,26724.0,51.97,6.23,43.81,5.76,8805567.0,3145097.0,1929446.0
R01-D01-S02,Northmere,2021_06,1614.92,4.2883,548.22,1.798,278.24,673.58,226877.0,50793.0,1039.0,78.0,28.0,79.25,1596.45,431.05,0.849,61.17,9.77,24177.0,2.73,3.0,3360.0,95.91,3.82,37.17,6.49,7024855.0,3660976.0,2356643.0
R01-D01-S03,Northmere,2021_06,1680.97,1.9228,361.08,2.441,282.95,572.5,678817.0,141106.0,909.6,105.0,34.0,8.16,1671.87,420.33,0.73,82.98,14.52,54354.0,3.97,9.0,9638.0,159.32,9.17,24.67,7.5,5915310.0,3065508.0,1464191.0
R01-D01-S04,Northmere,2021_06,1337.0,5.8625,476.07,3.897,280.03,441.84,1126180.0,233720.0,1034.0,113.0,12.0,0.97,1216.0,497.51,0.818,58.28,11.44,145221.0,2.63,2.0,23830.0,104.9,5.25,10.57,4.36,8291102.0,2595793.0,1875857.0
R01-D02-S01,Eastfen,2021_06,1040.1,6.6853,1160.91,2.891,239.85,450.33,105305.0,21251.0,1011.7,31.0,14.0,7.59,333.56,221.53,0.3,25.63,31.58,13271.0,2.66,1.0,3301.0,69.16,1.52,47.29,1.92,7485084.0,4094644.0,2030011.0
R01-D02-S02,Eastfen,2021_06,786.49,5.8802,643.82,1.163,252.51,644.14,569847.0,117400.0,919.5,56.0,16.0,25.56,591.67,203.97,0.361,49.47,21.76,51119.0,5.29,15.0,21682.0,26.55,1.95,13.12,3.4,3042969.0,2239734.0,1573770.0
R01-D02-S03,Eastfen,2021_06,608.44,2.9497,375.76,3.414,254.18,441.26,1009586.0,220092.0,1005.0,15.0,12.0,4.82,404.87,199.05,0.476,42.65,22.24,112930.0,1.15,1.0,1135.0,22.35,1.0,19.1,0.01,4845587.0,2183668.0,853461.0
R01-D02-S04,Eastfen,2021_06,1698.07,1.8687,321.25,1.509,254.5,463.37,1218565.0,272892.0,1002.4,83.0,14.0,47.89,1113.78,276.75,0.3,30.43,31.97,124533.0,0.55,3.0,10460.0,12.26,0.45,13.58,0.84,4052323.0,1537350.0,1049249.0
R01-D03-S01,Southwater,2021_06,213.25,2.1538,398.03,2.968,259.96,405.43,1180914.0,267844.0,1017.1,14.0,2.0,6.46,187.27,90.78,0.41,40.02,20.8,141893.0,0.94,11.0,20503.0,8.2,3.45,9.9,3.28,7927318.0,2282157.0,917196.0
R01-D03-S02,Southwater,2021_06,1223.73,4.5413,595.31,2.839,216.9,556.23,248761.0,60117.0,970.7,27.0,7.0,31.44,260.82,450.66,0.336,43.81,31.21,29553.0,1.13,7.0,9378.0,24.55,0.59,12.96,3.72,4229039.0,2393998.0,1634216.0
R01-D03-S03,Southwater,2021_06,1577.0,0.3888,53.12,2.457,267.17,478.92,956354.0,194808.0,945.6,57.0,26.0,34.07,781.06,724.12,0.508,45.91,28.22,76193.0,0.5,4.0,2343.0,31.81,0.61,2.21,0.65,2769569.0,1592053.0,1300731.0
R01-D03-S04,Southwater,2021_06,986.09,2.2203,193.56,3.487,282.76,449.22,355564.0,84900.0,935.1,65.0,16.0,23.62,324.24,432.9,0.375,29.09,27.23,44496.0,1.0,0.0,1057.0,26.93,2.65,2.1,1.12,3709981.0,1970616.0,1567636.0
R01-D04-S01,Westmoor,2021_06,728.47,3.3293,416.8,3.244,264.26,684.83,1024731.0,229973.0,999.6,38.0,14.0,2.16,361.3,120.66,0.392,63.59,27.81,94784.0,2.78,17.0,7502.0,22.5,3.29,5.76,0.56,4172459.0,2777346.0,965905.0
R01-D04-S02,Westmoor,2021_06,1665.24,4.4529,780.49,0.815,261.23,391.59,279646.0,56344.0,1008.4,99.0,19.0,33.45,460.22,630.25,0.375,33.38,29.29,36199.0,0.94,3.0,4799.0,30.84,4.9,14.0,1.48,7047810.0,1359562.0,1758782.0
R01-D04-S03,Westmoor,2021_06,490.29,4.23,639.81,2.937,226.78,554.25,784013.0,167876.0,966.9,31.0,3.0,10.67,142.04,189.09,0.305,37.25,33.57,79842.0,0.36,4.0,6595.0,18.65,5.16,5.4,0.23,6238434.0,3001563.0,1843347.0
R01-D05-S01,Riverend,2021_06,1334.51,6.1161,741.19,0.913,222.37,454.48,565681.0,128340.0,1044.3,89.0,14.0,30.7,613.48,475.58,0.3,33.99,28.5,53915.0,0.79,4.0,23570.0,274.24,7.26,61.22,1.51,8440358.0,2354855.0,1484914.0
R01-D05-S02,Riverend,2021_06,1459.47,2.6111,279.88,3.226,255.23,635.15,429118.0,85940.0,1007.5,169.0,10.0,17.86,1164.0,683.46,0.717,50.24,19.91,31102.0,0.51,8.0,7993.0,106.37,1.85,11.86,3.75,5045112.0,2592822.0,1819037.0
R01-D05-S03,Riverend,2021_06,690.03,2.3726,459.94,2.095,252.86,398.35,181746.0,36617.0,930.4,66.0,15.0,40.17,254.59,135.07,0.649,46.96,15.89,20892.0,2.49,1.0,4659.0,14.31,1.1,19.12,0.69,6524336.0,2267294.0,829662.0
R01-D06-S01,Lakeshire,2021_06,518.19,5.5127,1094.56,3.018,272.41,625.19,1312703.0,301922.0,964.8,38.0,6.0,29.39,589.97,169.22,0.662,67.6,9.58,162892.0,8.15,4.0,20114.0,18.87,1.14,9.44,0.01,5891659.0,3455361.0,1233379.0
R01-D06-S02,Lakeshire,2021_06,1251.38,2.2904,451.16,1.955,280.25,627.29,1005233.0,222833.0,906.2,55.0,19.0,44.02,774.95,528.43,0.553,39.03,16.91,73750.0,3.88,5.0,31105.0,258.82,0.97,4.33,3.15,6748900.0,1800819.0,1584035.0
R01-D06-S03,Lakeshire,2021_06,793.75,6.8788,1131.06,2.557,278.74,444.19,252943.0,53894.0,925.6,32.0,14.0,15.88,479.7,392.93,0.47,67.09,17.64,31384.0,4.9,5.0,35037.0,114.34,8.91,71.12,5.4,8439433.0,3700623.0,2324390.0
R01-D01-S01,Northmere,2021_07,989.98,4.2131,576.52,0.83,268.67,420.73,1276735.0,280084.0,1046.3,121.0,27.0,58.04,761.28,216.02,0.815,82.33,9.57,94703.0,3.17,11.0,71740.0,11.2,5.81,4.75,8.91,8245972.0,2859427.0,1998703.0
R01-D01-S02,Northmere,2021_07,1614.92,3.8051,401.68,1.798,226.73,425.47,224272.0,52901.0,1039.0,109.0,58.0,29.51,1205.77,240.59,0.838,64.82,12.61,20069.0,1.41,2.0,19697.0,0.01,4.76,17.7,3.25,5071468.0,3130110.0,1733074.0
R01-D01-S03,Northmere,2021_07,1680.97,4.3386,597.5,2.441,266.61,579.96,692548.0,140152.0,909.6,219.0,13.0,42.62,1326.78,265.83,0.629,72.16,18.47,70308.0,2.35,2.0,89939.0,143.15,8.42,12.24,3.3,7789520.0,3987245.0,2144353.0
R01-D01-S04,Northmere,2021_07,1337.0,5.0386,717.02,3.897,278.85,603.19,1143750.0,242322.0,1034.0,52.0,45.0,62.06,766.68,212.51,0.745,61.43,16.81,111441.0,4.37,6.0,46886.0,84.72,14.09,38.07,9.16,7295046.0,4365451.0,2063165.0
R01-D02-S01,Eastfen,2021_07,1040.1,6.7039,680.18,2.891,272.8,606.96,105818.0,25975.0,1011.7,64.0,5.0,8.97,289.43,291.01,0.3,40.44,32.4,13646.0,2.66,2.0,3724.0,12.01,4.96,21.12,6.88,10610252.0,3386651.0,1891808.0
R01-D02-S02,Eastfen,2021_07,786.49,4.164,444.61,1.163,177.61,409.56,569262.0,114329.0,919.5,55.0,7.0,22.47,593.14,240.74,0.346,50.11,24.67,42716.0,0.97,11.0,17014.0,63.82,3.05,15.23,0.67,3536745.0,2026308.0,1723790.0
R01-D02-S03,Eastfen,2021_07,608.44,1.5981,152.85,3.414,206.5,293.64,1022443.0,205051.0,1005.0,19.0,10.0,20.77,342.76,125.28,0.342,47.47,24.22,101140.0,3.09,4.0,27158.0,4.92,1.9,0.6,0.18,5439358.0,1367686.0,466484.0
R01-D02-S04,Eastfen,2021_07,1698.07,1.7164,144.98,1.509,303.57,682.44,1226190.0,264152.0,1002.4,67.0,23.0,44.62,1265.34,283.82,0.311,24.04,26.07,97492.0,0.56,2.0,3322.0,6.38,0.62,3.91,0.83,1815513.0,1765015.0,1616152.0
R01-D03-S01,Southwater,2021_07,213.25,1.9415,265.88,2.968,216.72,430.53,1186838.0,266585.0,1017.1,14.0,5.0,1.6,57.4,81.42,0.547,52.46,27.8,96498.0,5.97,2.0,58870.0,12.57,1.37,18.06,4.57,7307991.0,1512508.0,1577710.0
R01-D03-S02,Southwater,2021_07,1223.73,4.5043,703.64,2.839,252.95,451.55,244379.0,57010.0,970.7,33.0,11.0,12.96,539.01,454.43,0.352,37.99,30.51,17837.0,0.99,1.0,12640.0,41.35,2.61,9.22,2.77,6825650.0,2620433.0,1777142.0
R01-D03-S03,Southwater,2021_07,1577.0,3.3167,329.46,2.457,248.76,435.33,957013.0,235151.0,945.6,47.0,19.0,57.38,716.91,342.07,0.346,45.99,22.83,89819.0,1.19,1.0,8978.0,16.76,0.7,2.1,0.8,2445895.0,1800330.0,1225880.0
R01-D03-S04,Southwater,2021_07,986.09,0.4963,41.59,3.487,238.38,499.65,357041.0,75557.0,935.1,76.0,17.0,32.21,454.64,338.85,0.361,48.39,25.87,29604.0,0.5,1.0,1838.0,21.17,1.06,4.24,0.43,3344986.0,1598653.0,512355.0
R01-D04-S01,Westmoor,2021_07,728.47,2.2579,362.31,3.244,258.26,624.26,1020131.0,232391.0,999.6,37.0,12.0,27.37,262.42,195.1,0.439,34.03,24.39,102160.0,1.44,11.0,22788.0,37.17,0.42,12.2,6.47,6154790.0,2496621.0,1916101.0
R01-D04-S02,Westmoor,2021_07,1665.24,0.5563,90.85,0.815,265.27,645.9,283758.0,65221.0,1008.4,57.0,15.0,31.54,408.94,579.79,0.376,22.49,33.05,32925.0,3.83,1.0,2965.0,9.32,6.2,19.15,4.09,6737817.0,2421889.0,1689488.0
R01-D04-S03,Westmoor,2021_07,490.29,2.8275,262.23,2.937,319.72,460.88,771844.0,181571.0,966.9,25.0,3.0,11.16,147.66,96.54,0.426,30.63,25.54,56740.0,1.29,7.0,17648.0,3.29,2.23,18.96,1.65,4415841.0,2218563.0,1872771.0
R01-D05-S01,Riverend,2021_07,1334.51,6.268,1181.23,0.913,250.89,511.9,571248.0,133106.0,1044.3,83.0,17.0,12.14,247.62,588.91,0.3,35.57,31.52,61779.0,9.29,11.0,56312.0,225.48,0.61,3.05,4.41,10553206.0,3048178.0,2414359.0
R01-D05-S02,Riverend,2021_07,1459.47,2.5587,394.28,3.226,266.09,460.55,422757.0,91048.0,1007.5,106.0,36.0,61.07,1537.74,475.8,0.715,47.84,21.9,47389.0,0.19,5.0,16505.0,14.88,2.75,23.51,2.94,6072436.0,2512007.0,1105843.0
R01-D05-S03,Riverend,2021_07,690.03,2.7282,221.68,2.095,236.35,496.35,183940.0,36955.0,930.4,75.0,6.0,24.09,267.62,212.05,0.616,72.39,19.85,16698.0,0.01,2.0,6356.0,9.86,3.15,17.97,0.93,2275312.0,2063476.0,554208.0
R01-D06-S01,Lakeshire,2021_07,518.19,3.1341,436.34,3.018,282.91,727.27,1290000.0,267138.0,964.8,20.0,10.0,37.56,560.53,51.85,0.683,69.66,10.29,161027.0,3.31,7.0,43399.0,26.68,4.03,0.01,6.03,6387976.0,2617458.0,2001381.0
R01-D06-S02,Lakeshire,2021_07,1251.38,3.5319,419.46,1.955,215.87,375.15,997384.0,240925.0,906.2,110.0,13.0,51.33,1107.32,284.25,0.472,66.95,22.01,85079.0,4.38,2.0,26503.0,60.91,3.78,23.34,6.24,7842941.0,1104679.0,1763436.0
R01-D06-S03,Lakeshire,2021_07,793.75,4.8612,739.29,2.557,224.31,530.21,252201.0,59631.0,925.6,45.0,17.0,30.29,809.83,98.98,0.532,53.31,16.48,30796.0,5.81,4.0,10676.0,7.17,5.84,24.09,0.01,7523192.0,3937471.0,1997360.0
R01-D01-S01,Northmere,2021_08,989.98,5.4563,887.71,0.83,274.34,576.62,1273563.0,265080.0,1046.3,44.0,9.0,40.19,1303.41,181.43,0.912,85.43,6.32,153792.0,4.41,11.0,59869.0,50.07,3.94,28.89,8.28,4762829.0,3051724.0,1355751.0
R01-D01-S02,Northmere,2021_08,1614.92,4.497,424.98,1.798,214.35,372.73,226133.0,47104.0,1039.0,82.0,57.0,74.25,1805.85,434.74,0.669,86.71,10.96,27420.0,0.98,2.0,3376.0,114.19,2.28,18.79,5.37,8096732.0,2979790.0,1610913.0
R01-D01-S03,Northmere,2021_08,1680.97,5.1775,564.65,2.441,292.42,569.23,676913.0,143107.0,909.6,87.0,37.0,65.5,2098.03,345.62,0.77,73.78,16.81,86332.0,4.97,18.0,11074.0,3.56,5.17,18.63,1.38,6842063.0,2514750.0,2156833.0
R01-D01-S04,Northmere,2021_08,1337.0,3.9324,444.32,3.897,246.64,401.66,1161392.0,249316.0,1034.0,153.0,14.0,53.28,1764.81,574.9,0.647,76.46,9.74,132017.0,2.58,18.0,55595.0,152.8,1.97,25.44,7.51,6231050.0,3646785.0,2318778.0
R01-D02-S01,Eastfen,2021_08,1040.1,6.9498,575.96,2.891,284.76,557.62,102987.0,24420.0,1011.7,29.0,12.0,27.1,279.4,407.9,0.3,28.49,34.2,8887.0,2.79,1.0,1635.0,187.82,0.12,29.25,11.06,6847791.0,2843547.0,2168821.0
R01-D02-S02,Eastfen,2021_08,786.49,2.7199,539.28,1.163,285.7,417.93,571589.0,126601.0,919.5,18.0,11.0,6.32,576.67,247.4,0.354,38.79,29.77,42083.0,2.36,3.0,24296.0,61.31,0.54,4.43,1.68,5396513.0,4021979.0,1944246.0
R01-D02-S03,Eastfen,2021_08,608.44,3.7614,314.54,3.414,253.29,360.95,1002785.0,213554.0,1005.0,17.0,4.0,21.09,354.76,126.92,0.434,54.56,22.18,95345.0,3.83,3.0,6180.0,19.2,1.65,16.2,1.22,5764651.0,1870425.0,1320423.0
R01-D02-S04,Eastfen,2021_08,1698.07,1.4469,267.14,1.509,274.18,468.77,1219605.0,278807.0,1002.4,71.0,31.0,27.21,690.18,260.7,0.411,41.63,29.49,118058.0,2.27,7.0,9563.0,44.7,1.92,4.42,0.24,5088593.0,1335692.0,1293475.0
R01-D03-S01,Southwater,2021_08,213.25,2.9062,566.87,2.968,273.93,564.3,1176464.0,262612.0,1017.1,15.0,2.0,5.05,121.96,32.83,0.379,32.54,22.77,82924.0,1.84,6.0,62395.0,1.53,4.6,0.55,4.91,6154768.0,2790327.0,1524746.0
R01-D03-S02,Southwater,2021_08,1223.73,4.4513,395.96,2.839,244.74,534.7,247271.0,53449.0,970.7,44.0,13.0,24.33,310.74,188.42,0.346,17.63,30.26,18881.0,4.46,2.0,4052.0,71.57,4.23,13.86,1.71,6129708.0,3002013.0,1509662.0
R01-D03-S03,Southwater,2021_08,1577.0,2.343,250.11,2.457,270.1,556.53,968874.0,216558.0,945.6,49.0,34.0,64.16,767.94,636.58,0.493,40.72,25.0,82753.0,0.77,2.0,13759.0,5.68,0.1,3.97,1.4,2399991.0,2486898.0,851845.0
R01-D03-S04,Southwater,2021_08,986.09,0.0,0.0,3.487,261.61,584.11,359408.0,72887.0,935.1,57.0,5.0,21.84,623.18,156.52,0.452,35.24,32.2,38341.0,0.44,2.0,1834.0,9.6,1.9,2.67,1.66,3206163.0,354927.0,675293.0
R01-D04-S01,Westmoor,2021_08,728.47,0.1968,19.37,3.244,254.0,559.18,1011982.0,238361.0,999.6,55.0,7.0,35.38,336.52,363.67,0.438,62.79,27.86,117872.0,2.02,13.0,50936.0,95.51,2.94,9.33,3.2,5707535.0,2753893.0,1442796.0
R01-D04-S02,Westmoor,2021_08,1665.24,5.0652,491.01,0.815,268.93,527.08,289168.0,63135.0,1008.4,51.0,17.0,10.75,814.82,613.05,0.3,41.2,28.22,22883.0,0.89,1.0,7202.0,259.78,2.96,5.84,2.6,8213963.0,2099764.0,1388685.0
R01-D04-S03,Westmoor,2021_08,490.29,2.2263,268.08,2.937,240.62,456.88,756611.0,155301.0,966.9,24.0,8.0,5.79,271.28,230.5,0.44,45.74,26.37,53882.0,1.86,7.0,862.0,31.83,2.18,25.12,5.06,6123482.0,1474420.0,1534052.0
R01-D05-S01,Riverend,2021_08,1334.51,5.6509,1086.25,0.913,263.03,384.93,569930.0,114033.0,1044.3,57.0,17.0,18.2,612.12,651.05,0.453,29.5,28.05,62464.0,8.52,6.0,11911.0,43.42,10.61,24.49,9.33,8653913.0,3180289.0,1245837.0
R01-D05-S02,Riverend,2021_08,1459.47,3.4926,505.33,3.226,228.35,507.66,422954.0,90306.0,1007.5,79.0,45.0,47.2,1197.97,578.84,0.7,60.6,12.96,45762.0,0.87,0.0,3658.0,118.14,4.82,2.04,1.06,7203934.0,1838836.0,1634563.0
R01-D05-S03,Riverend,2021_08,690.03,3.1676,482.66,2.095,269.14,560.21,182388.0,39826.0,930.4,60.0,5.0,31.78,741.72,304.85,0.638,69.05,21.37,19070.0,0.05,0.0,342.0,53.11,1.25,4.87,2.97,5227852.0,3060149.0,329119.0
R01-D06-S01,Lakeshire,2021_08,518.19,5.007,634.31,3.018,297.13,661.57,1306062.0,280404.0,964.8,62.0,5.0,20.36,436.47,101.94,0.807,64.4,13.91,98246.0,3.96,7.0,70000.0,8.25,2.06,31.44,1.92,7484173.0,3145041.0,1978141.0
R01-D06-S02,Lakeshire,2021_08,1251.38,1.691,160.66,1.955,292.67,708.11,984024.0,244198.0,906.2,106.0,14.0,57.93,1032.64,534.93,0.615,47.57,16.98,126823.0,1.39,13.0,0.0,54.87,1.85,15.92,3.48,5793681.0,2152113.0,1738932.0
R01-D06-S03,Lakeshire,2021_08,793.75,4.3904,491.96,2.557,242.01,373.69,255281.0,54828.0,925.6,60.0,18.0,8.46,365.6,174.07,0.487,63.41,16.52,18421.0,0.79,4.0,23560.0,45.07,6.78,32.36,0.41,9711195.0,2919798.0,1871239.0
R01-D01-S01,Northmere,2021_09,989.98,3.6114,417.43,0.83,252.37,383.98,1275307.0,266509.0,1046.3,63.0,19.0,78.02,977.72,149.1,0.859,93.51,7.41,164822.0,8.06,3.0,7688.0,24.45,0.06,41.88,2.96,7772711.0,3679584.0,2018806.0
R01-D01-S02,Northmere,2021_09,1614.92,4.7868,457.24,1.798,266.09,523.34,231334.0,49400.0,1039.0,82.0,39.0,117.38,1634.16,203.61,0.798,67.08,8.73,17939.0,2.58,3.0,16696.0,17.59,4.75,12.4,3.63,8624439.0,2054915.0,1281443.0
R01-D01-S03,Northmere,2021_09,1680.97,3.6182,695.82,2.441,227.59,436.02,681052.0,169172.0,909.6,187.0,23.0,5.75,842.47,468.7,0.754,67.79,10.27,55416.0,2.81,16.0,62329.0,22.2,2.55,29.34,2.24,12329770.0,2625563.0,2341156.0
R01-D01-S04,Northmere,2021_09,1337.0,4.0466,387.39,3.897,249.74,393.39,1158802.0,233960.0,1034.0,148.0,29.0,51.22,1735.89,321.76,0.762,59.28,15.53,124276.0,1.41,17.0,42232.0,73.4,0.77,8.23,9.42,9592753.0,2892126.0,1046176.0
R01-D02-S01,Eastfen,2021_09,1040.1,8.2642,1013.02,2.891,273.42,664.41,104522.0,24976.0,1011.7,54.0,10.0,27.34,326.71,445.88,0.3,37.73,34.39,11508.0,3.62,0.0,0.0,7.1,2.58,40.63,5.35,9642932.0,5016321.0,2256544.0
R01-D02-S02,Eastfen,2021_09,786.49,3.5536,674.87,1.163,256.04,628.37,583629.0,132498.0,919.5,61.0,4.0,21.28,205.24,113.02,0.333,46.93,29.98,66106.0,3.74,1.0,8207.0,12.29,0.7,19.26,1.09,7621042.0,2209776.0,1349062.0
R01-D02-S03,Eastfen,2021_09,608.44,1.7637,292.49,3.414,240.23,379.02,1036230.0,213947.0,1005.0,13.0,7.0,0.55,147.32,129.45,0.417,38.97,27.11,74701.0,2.22,4.0,48415.0,22.58,3.4,9.41,3.15,3964989.0,2398040.0,1005062.0
R01-D02-S04,Eastfen,2021_09,1698.07,1.0945,136.6,1.509,242.83,376.04,1230620.0,246590.0,1002.4,44.0,27.0,13.09,979.74,606.51,0.349,49.49,31.3,105918.0,0.63,12.0,3638.0,38.06,1.05,7.39,0.03,3355095.0,2631778.0,1569179.0
R01-D03-S01,Southwater,2021_09,213.25,2.12,225.81,2.968,272.17,524.32,1187857.0,293528.0,1017.1,13.0,2.0,7.19,184.45,49.85,0.407,55.17,19.47,107035.0,2.2,4.0,64375.0,17.67,4.76,7.02,2.81,6018256.0,2078644.0,700660.0
R01-D03-S02,Southwater,2021_09,1223.73,3.333,431.76,2.839,252.25,388.05,244016.0,50363.0,970.7,65.0,8.0,10.28,458.17,426.81,0.326,39.41,30.11,24016.0,5.79,1.0,11266.0,158.58,2.51,14.88,0.84,5295885.0,2424880.0,1878294.0
R01-D03-S03,Southwater,2021_09,1577.0,0.0,0.0,2.457,219.01,445.38,954359.0,205655.0,945.6,124.0,31.0,66.28,849.41,422.55,0.373,53.96,25.87,117376.0,0.05,1.0,10739.0,4.1,0.44,1.18,1.14,5118215.0,1262926.0,1327705.0
R01-D03-S04,Southwater,2021_09,986.09,1.0522,98.11,3.487,267.0,410.34,349552.0,77710.0,935.1,33.0,19.0,34.92,722.7,151.76,0.459,25.97,25.87,43636.0,1.52,0.0,6111.0,16.26,1.11,3.76,0.67,4756212.0,2482091.0,979037.0
R01-D04-S01,Westmoor,2021_09,728.47,4.8327,822.72,3.244,224.77,347.83,1013973.0,250627.0,999.6,68.0,14.0,18.79,570.67,232.92,0.477,37.49,26.27,116130.0,0.83,2.0,41154.0,36.17,4.08,4.39,1.6,8401779.0,2736049.0,638721.0
R01-D04-S02,Westmoor,2021_09,1665.24,2.7949,243.62,0.815,224.59,386.8,286159.0,59146.0,1008.4,51.0,12.0,32.6,371.34,811.34,0.317,29.87,28.89,34167.0,2.46,0.0,10198.0,35.54,2.73,10.53,5.78,5529001.0,2149720.0,961361.0
R01-D04-S03,Westmoor,2021_09,490.29,3.5355,597.0,2.937,259.41,502.93,759015.0,170067.0,966.9,15.0,3.0,4.87,254.26,113.76,0.34,24.78,30.58,61790.0,1.98,0.0,16718.0,7.29,1.73,3.5,4.3,5465496.0,1917243.0,1563023.0
R01-D05-S01,Riverend,2021_09,1334.51,4.0873,668.95,0.913,274.52,401.16,561958.0,120057.0,1044.3,88.0,9.0,28.2,835.15,196.11,0.303,31.07,26.12,55196.0,2.0,6.0,21577.0,76.83,3.52,9.17,3.35,9868025.0,2399864.0,2211302.0
R01-D05-S02,Riverend,2021_09,1459.47,1.1048,161.44,3.226,251.44,501.55,433590.0,92865.0,1007.5,70.0,19.0,55.18,681.57,302.62,0.566,60.47,17.14,39719.0,1.09,0.0,4970.0,52.94,3.6,14.81,3.42,7009523.0,2429589.0,1751548.0
R01-D05-S03,Riverend,2021_09,690.03,2.0018,394.11,2.095,267.31,415.46,181853.0,41359.0,930.4,31.0,16.0,28.73,374.26,96.41,0.641,53.39,18.7,17747.0,3.1,2.0,1405.0,23.37,1.74,15.43,2.36,3536258.0,1531367.0,1294794.0
R01-D06-S01,Lakeshire,2021_09,518.19,3.9255,597.03,3.018,278.87,631.16,1296608.0,260040.0,964.8,47.0,4.0,12.74,306.43,223.28,0.687,58.18,11.19,121552.0,2.4,9.0,53799.0,35.67,1.42,10.44,3.29,3891254.0,2832946.0,1896216.0
R01-D06-S02,Lakeshire,2021_09,1251.38,2.7761,513.8,1.955,254.93,649.76,971920.0,221458.0,906.2,72.0,10.0,65.03,1147.99,318.56,0.452,48.66,21.1,121679.0,1.89,3.0,25884.0,87.11,1.53,11.16,5.96,9339985.0,3138951.0,1620648.0
R01-D06-S03,Lakeshire,2021_09,793.75,5.341,825.99,2.557,279.61,698.39,247931.0,57420.0,925.6,69.0,5.0,0.69,631.0,337.29,0.533,59.26,17.29,24609.0,0.01,3.0,2453.0,171.92,2.06,19.08,13.31,5764429.0,3706315.0,2557705.0
R01-D01-S01,Northmere,2021_10,989.98,0.0132,1.57,0.83,93.2,197.4,1298462.0,283833.0,1046.3,41.0,40.0,6.39,1549.58,161.77,0.882,77.35,10.49,92873.0,0.12,0.0,2641.0,4.72,0.23,0.01,0.69,3928943.0,1518282.0,279766.0
